Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides CRC1	Peptides CRC10	Peptides CRC2	Peptides CRC3	Peptides CRC4	Peptides CRC5	Peptides CRC6	Peptides CRC7	Peptides CRC8	Peptides CRC9	Peptides NMT1	Peptides NMT10	Peptides NMT2	Peptides NMT3	Peptides NMT4	Peptides NMT5	Peptides NMT6	Peptides NMT7	Peptides NMT8	Peptides NMT9	Razor + unique peptides CRC1	Razor + unique peptides CRC10	Razor + unique peptides CRC2	Razor + unique peptides CRC3	Razor + unique peptides CRC4	Razor + unique peptides CRC5	Razor + unique peptides CRC6	Razor + unique peptides CRC7	Razor + unique peptides CRC8	Razor + unique peptides CRC9	Razor + unique peptides NMT1	Razor + unique peptides NMT10	Razor + unique peptides NMT2	Razor + unique peptides NMT3	Razor + unique peptides NMT4	Razor + unique peptides NMT5	Razor + unique peptides NMT6	Razor + unique peptides NMT7	Razor + unique peptides NMT8	Razor + unique peptides NMT9	Unique peptides CRC1	Unique peptides CRC10	Unique peptides CRC2	Unique peptides CRC3	Unique peptides CRC4	Unique peptides CRC5	Unique peptides CRC6	Unique peptides CRC7	Unique peptides CRC8	Unique peptides CRC9	Unique peptides NMT1	Unique peptides NMT10	Unique peptides NMT2	Unique peptides NMT3	Unique peptides NMT4	Unique peptides NMT5	Unique peptides NMT6	Unique peptides NMT7	Unique peptides NMT8	Unique peptides NMT9	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type CRC1	Identification type CRC10	Identification type CRC2	Identification type CRC3	Identification type CRC4	Identification type CRC5	Identification type CRC6	Identification type CRC7	Identification type CRC8	Identification type CRC9	Identification type NMT1	Identification type NMT10	Identification type NMT2	Identification type NMT3	Identification type NMT4	Identification type NMT5	Identification type NMT6	Identification type NMT7	Identification type NMT8	Identification type NMT9	Sequence coverage CRC1 [%]	Sequence coverage CRC10 [%]	Sequence coverage CRC2 [%]	Sequence coverage CRC3 [%]	Sequence coverage CRC4 [%]	Sequence coverage CRC5 [%]	Sequence coverage CRC6 [%]	Sequence coverage CRC7 [%]	Sequence coverage CRC8 [%]	Sequence coverage CRC9 [%]	Sequence coverage NMT1 [%]	Sequence coverage NMT10 [%]	Sequence coverage NMT2 [%]	Sequence coverage NMT3 [%]	Sequence coverage NMT4 [%]	Sequence coverage NMT5 [%]	Sequence coverage NMT6 [%]	Sequence coverage NMT7 [%]	Sequence coverage NMT8 [%]	Sequence coverage NMT9 [%]	Intensity	Intensity CRC1	Intensity CRC10	Intensity CRC2	Intensity CRC3	Intensity CRC4	Intensity CRC5	Intensity CRC6	Intensity CRC7	Intensity CRC8	Intensity CRC9	Intensity NMT1	Intensity NMT10	Intensity NMT2	Intensity NMT3	Intensity NMT4	Intensity NMT5	Intensity NMT6	Intensity NMT7	Intensity NMT8	Intensity NMT9	iBAQ peptides	iBAQ	iBAQ CRC1	iBAQ CRC10	iBAQ CRC2	iBAQ CRC3	iBAQ CRC4	iBAQ CRC5	iBAQ CRC6	iBAQ CRC7	iBAQ CRC8	iBAQ CRC9	iBAQ NMT1	iBAQ NMT10	iBAQ NMT2	iBAQ NMT3	iBAQ NMT4	iBAQ NMT5	iBAQ NMT6	iBAQ NMT7	iBAQ NMT8	iBAQ NMT9	LFQ intensity CRC1	LFQ intensity CRC10	LFQ intensity CRC2	LFQ intensity CRC3	LFQ intensity CRC4	LFQ intensity CRC5	LFQ intensity CRC6	LFQ intensity CRC7	LFQ intensity CRC8	LFQ intensity CRC9	LFQ intensity NMT1	LFQ intensity NMT10	LFQ intensity NMT2	LFQ intensity NMT3	LFQ intensity NMT4	LFQ intensity NMT5	LFQ intensity NMT6	LFQ intensity NMT7	LFQ intensity NMT8	LFQ intensity NMT9	MS/MS count CRC1	MS/MS count CRC10	MS/MS count CRC2	MS/MS count CRC3	MS/MS count CRC4	MS/MS count CRC5	MS/MS count CRC6	MS/MS count CRC7	MS/MS count CRC8	MS/MS count CRC9	MS/MS count NMT1	MS/MS count NMT10	MS/MS count NMT2	MS/MS count NMT3	MS/MS count NMT4	MS/MS count NMT5	MS/MS count NMT6	MS/MS count NMT7	MS/MS count NMT8	MS/MS count NMT9	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Phospho (STY) site IDs	Oxidation (M) site positions	Phospho (STY) site positions	Taxonomy IDs
Q15620	Q15620	1	1	1	Olfactory receptor 8B8	OR8B8	sp|Q15620|OR8B8_HUMAN Olfactory receptor 8B8 OS=Homo sapiens OX=9606 GN=OR8B8 PE=2 SV=2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2.9	2.9	2.9	34.482	311	311	0.0080645	0.13519																		By MS/MS			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9	0	0	172630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172630	0	0	5	34526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1				87	167	True	170	814	648	648					9606
Q15645	Q15645	1	1	1	Pachytene checkpoint protein 2 homolog	TRIP13	sp|Q15645|PCH2_HUMAN Pachytene checkpoint protein 2 homolog OS=Homo sapiens OX=9606 GN=TRIP13 PE=1 SV=2	1	1	1	1	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	1	1	1	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	1	1	1	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	1	1	1	3.7	3.7	3.7	48.55	432	432	0.014493	0.39684		By MS/MS					By MS/MS	By MS/MS		By MS/MS		By MS/MS					By MS/MS	By MS/MS	By MS/MS	By MS/MS	0	3.7	0	0	0	0	3.7	3.7	0	3.7	0	3.7	0	0	0	0	3.7	3.7	3.7	3.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				88	127	True	128	526;527;528;529;530;531;532;533;534	286;287;288;289;290;291;292;293;294;295;296;297;298;299;300;301	299		35;102;103;104		297;298;299;302	9606
Q2M3X9	Q2M3X9	1	1	1	Zinc finger protein 674	ZNF674	sp|Q2M3X9|ZN674_HUMAN Zinc finger protein 674 OS=Homo sapiens OX=9606 GN=ZNF674 PE=2 SV=1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	2.8	2.8	2.8	67.198	581	581	1	-2													By MS/MS	By matching	By matching						0	0	0	0	0	0	0	0	0	0	0	0	2.8	2.8	2.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			89	48	True	49	225;226;227	155	155		36;105		398;408	9606
Q53FD0	Q53FD0	1	1	1	Zinc finger C2HC domain-containing protein 1C	ZC2HC1C	sp|Q53FD0|ZC21C_HUMAN Zinc finger C2HC domain-containing protein 1C OS=Homo sapiens OX=9606 GN=ZC2HC1C PE=1 SV=3	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	3.3	3.3	3.3	51.657	456	456	0.023256	0.72289												By matching						By MS/MS		By MS/MS	0	0	0	0	0	0	0	0	0	0	0	3.3	0	0	0	0	0	3.3	0	3.3	1563700	0	0	0	0	0	0	0	0	0	0	0	388230	0	0	0	0	0	554110	0	621410	18	86874	0	0	0	0	0	0	0	0	0	0	0	21568	0	0	0	0	0	30784	0	34523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	621410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2				90	47	True	48	222;223;224	153;154	153					9606
Q5HY92	Q5HY92	1	1	1	Fidgetin	FIGN	sp|Q5HY92|FIGN_HUMAN Fidgetin OS=Homo sapiens OX=9606 GN=FIGN PE=1 SV=2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2.2	2.2	2.2	82.145	759	759	0.0076923	0.12607												By MS/MS									0	0	0	0	0	0	0	0	0	0	0	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				91	120	True	121	511	278	278		37		89	9606
Q5SVS4	Q5SVS4	1	1	1	Kidney mitochondrial carrier protein 1	SLC25A30	sp|Q5SVS4|KMCP1_HUMAN Kidney mitochondrial carrier protein 1 OS=Homo sapiens OX=9606 GN=SLC25A30 PE=1 SV=1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2.7	2.7	2.7	32.474	291	291	0.02	0.60405														By MS/MS							0	0	0	0	0	0	0	0	0	0	0	0	0	2.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1				92	60	True	61	279	178	178					9606
Q66LE6	Q66LE6	1	1	1	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform	PPP2R2D	sp|Q66LE6|2ABD_HUMAN Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform OS=Homo sapiens OX=9606 GN=PPP2R2D PE=1 SV=1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5	3.5	3.5	52.042	453	453	1	-2		By MS/MS																			0	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			93	171	True	174	827	655	655		38		173	9606
Q6IE37;Q6IE36	Q6IE37;Q6IE36	1;1	1;1	1;1	Ovostatin homolog 1;Ovostatin homolog 2	OVOS1;OVOS2	sp|Q6IE37|OVOS1_HUMAN Ovostatin homolog 1 OS=Homo sapiens OX=9606 GN=OVOS1 PE=2 SV=2;sp|Q6IE36|OVOS2_HUMAN Ovostatin homolog 2 OS=Homo sapiens OX=9606 GN=OVOS2 PE=2 SV=2	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1.4	1.4	1.4	134.5	1185	1185;1432	0.0084746	0.14318												By matching					By MS/MS	By matching	By matching	By matching	0	0	0	0	0	0	0	0	0	0	0	1.4	0	0	0	0	1.4	1.4	1.4	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				94	185	True	188	895;896;897;898;899	712	712		39;40		1106;1107	9606;9606
Q6NT04	Q6NT04	1	1	1	Tigger transposable element-derived protein 7	TIGD7	sp|Q6NT04|TIGD7_HUMAN Tigger transposable element-derived protein 7 OS=Homo sapiens OX=9606 GN=TIGD7 PE=1 SV=1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2.6	2.6	2.6	63.236	549	549	0.011905	0.29753	By MS/MS		By matching	By MS/MS	By matching	By MS/MS			By matching					By MS/MS							2.6	0	2.6	2.6	2.6	2.6	0	0	2.6	0	0	0	0	2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				95	27	True	27	128;129;130;131;132;133;134	94;95;96;97;98;99	97		150		249	9606
Q6NUK1	Q6NUK1	1	1	1	Calcium-binding mitochondrial carrier protein SCaMC-1	SLC25A24	sp|Q6NUK1|SCMC1_HUMAN Calcium-binding mitochondrial carrier protein SCaMC-1 OS=Homo sapiens OX=9606 GN=SLC25A24 PE=1 SV=2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1.7	1.7	1.7	53.354	477	477	0	58.642												By MS/MS								By MS/MS	0	0	0	0	0	0	0	0	0	0	0	1.7	0	0	0	0	0	0	0	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2				96	124	True	125	520;521	282;283	283					9606
Q6P087	Q6P087	1	1	1	RNA pseudouridylate synthase domain-containing protein 3	RPUSD3	sp|Q6P087|RUSD3_HUMAN Mitochondrial mRNA pseudouridine synthase RPUSD3 OS=Homo sapiens OX=9606 GN=RPUSD3 PE=1 SV=3	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	1	3.4	3.4	3.4	38.46	351	351	0.013514	0.37938							By matching	By matching				By matching						By MS/MS	By matching	By matching	0	0	0	0	0	0	3.4	3.4	0	0	0	3.4	0	0	0	0	0	3.4	3.4	3.4	1231700	0	0	0	0	0	0	267020	471990	0	0	0	95385	0	0	0	0	0	135190	139450	122680	18	68429	0	0	0	0	0	0	14835	26221	0	0	0	5299.2	0	0	0	0	0	7510.7	7747.4	6815.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				97	102	True	103	423;424;425;426;427;428	250	250					9606
Q6P158	Q6P158	1	1	1	Putative ATP-dependent RNA helicase DHX57	DHX57	sp|Q6P158|DHX57_HUMAN Putative ATP-dependent RNA helicase DHX57 OS=Homo sapiens OX=9606 GN=DHX57 PE=1 SV=2	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.1	1.1	1.1	155.6	1386	1386	0.008547	0.1453				By MS/MS	By MS/MS															By MS/MS	0	0	0	1.1	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				98	55	True	56	259;260;261	166;167;168	167		41;42;106		1373;1377;1378	9606
Q6P1A2	Q6P1A2	1	1	1	Lysophospholipid acyltransferase 5	LPCAT3	sp|Q6P1A2|MBOA5_HUMAN Lysophospholipid acyltransferase 5 OS=Homo sapiens OX=9606 GN=LPCAT3 PE=1 SV=1	1	1	1	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	3.3	3.3	3.3	56.034	487	487	0.0073529	0.11871		By matching					By matching	By MS/MS		By matching							By matching	By matching			0	3.3	0	0	0	0	3.3	3.3	0	3.3	0	0	0	0	0	0	3.3	3.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				99	79	True	80	342;343;344;345;346;347	211	211		43;151		47;52	9606
Q6PI47	Q6PI47	1	1	1	BTB/POZ domain-containing protein KCTD18	KCTD18	sp|Q6PI47|KCD18_HUMAN BTB/POZ domain-containing protein KCTD18 OS=Homo sapiens OX=9606 GN=KCTD18 PE=2 SV=2	1	1	1	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	4	4	4	46.739	426	426	0.01	0.19756		By matching					By matching	By matching		By MS/MS											0	4	0	0	0	0	4	4	0	4	0	0	0	0	0	0	0	0	0	0	5084800	0	1376600	0	0	0	0	1067300	1372400	0	1268500	0	0	0	0	0	0	0	0	0	0	18	282490	0	76480	0	0	0	0	59292	76247	0	70470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1268500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1				100	37	True	37	178;179;180;181	135	135	18		41		9606
Q6V1P9	Q6V1P9	1	1	1	Protocadherin-23	DCHS2	sp|Q6V1P9|PCD23_HUMAN Protocadherin-23 OS=Homo sapiens OX=9606 GN=DCHS2 PE=2 SV=1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0.5	0.5	0.5	322.23	2916	2916	1	-2												By matching					By matching	By MS/MS			0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			101	110	True	111	458;459;460	258	258		152		729	9606
Q6ZMZ3	Q6ZMZ3	1	1	1	Nesprin-3	SYNE3	sp|Q6ZMZ3|SYNE3_HUMAN Nesprin-3 OS=Homo sapiens OX=9606 GN=SYNE3 PE=1 SV=2	1	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1.7	1.7	1.7	112.22	975	975	0.021277	0.6655		By matching							By matching				By MS/MS	By matching	By matching			By MS/MS			0	1.7	0	0	0	0	0	0	1.7	0	0	0	1.7	1.7	1.7	0	0	1.7	0	0	3509700	0	357840	0	0	0	0	0	0	252980	0	0	0	1298200	979760	208050	0	0	412950	0	0	65	53996	0	5505.2	0	0	0	0	0	0	3892	0	0	0	19972	15073	3200.8	0	0	6353.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	3				102	96	True	97	408;409;410;411;412;413	241;242;243	243	19;20		759;767		9606
Q6ZNK6	Q6ZNK6	1	1	1	TRAF-interacting protein with FHA domain-containing protein B	TIFAB	sp|Q6ZNK6|TIFAB_HUMAN TRAF-interacting protein with FHA domain-containing protein B OS=Homo sapiens OX=9606 GN=TIFAB PE=1 SV=2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	7.5	7.5	7.5	17.887	161	161	0.013889	0.37938																		By MS/MS	By matching		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.5	7.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				103	180	True	183	871;872	693	693		44;153		93;100	9606
Q71F23	Q71F23	1	1	1	Centromere protein U	CENPU	sp|Q71F23|CENPU_HUMAN Centromere protein U OS=Homo sapiens OX=9606 GN=CENPU PE=1 SV=1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	2.6	2.6	2.6	47.521	418	418	0.012821	0.32849									By matching			By matching							By matching	By MS/MS	0	0	0	0	0	0	0	0	2.6	0	0	2.6	0	0	0	0	0	0	2.6	2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				104	78	True	79	338;339;340;341	210	210		107		339	9606
Q7Z2Z2	Q7Z2Z2	1	1	1	Elongation factor Tu GTP-binding domain-containing protein 1	EFTUD1	sp|Q7Z2Z2|EFL1_HUMAN Elongation factor-like GTPase 1 OS=Homo sapiens OX=9606 GN=EFL1 PE=1 SV=2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1.4	1.4	1.4	125.43	1120	1120	1	-2																	By MS/MS				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			105	181	True	184	873	694	694		154		56	9606
Q7Z3Z2	Q7Z3Z2	1	1	1	Protein RD3	RD3	sp|Q7Z3Z2|RD3_HUMAN Protein RD3 OS=Homo sapiens OX=9606 GN=RD3 PE=1 SV=1	1	1	1	1	1	0	1	0	1	0	0	0	1	0	1	1	0	0	0	0	0	1	1	1	1	0	1	0	1	0	0	0	1	0	1	1	0	0	0	0	0	1	1	1	1	0	1	0	1	0	0	0	1	0	1	1	0	0	0	0	0	1	1	1	5.6	5.6	5.6	22.704	195	195	0.025	0.79472	By matching		By matching		By matching				By matching		By matching	By matching						By MS/MS	By MS/MS	By matching	5.6	0	5.6	0	5.6	0	0	0	5.6	0	5.6	5.6	0	0	0	0	0	5.6	5.6	5.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				106	119	True	120	502;503;504;505;506;507;508;509;510	276;277	276		108		152	9606
Q7Z465	Q7Z465	1	1	1	Bcl-2/adenovirus E1B 19 kDa-interacting protein 2-like protein	BNIPL	sp|Q7Z465|BNIPL_HUMAN Bcl-2/adenovirus E1B 19 kDa-interacting protein 2-like protein OS=Homo sapiens OX=9606 GN=BNIPL PE=1 SV=1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4.5	4.5	4.5	39.712	357	357	1	-2																		By MS/MS			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			107	72	True	73	326	204	204		155		300	9606
